stim,sent,race,glasses,tattoos,trust,trust_2nd,afro,zAfro,attract,fWHR,zfWHR,maturity,DCNum,DCNum_MatchedControl
1,1,-1,0,0,2.666667,2.846154,5.47619,-0.799739,2.434783,2.130735,0.407365,5.421053,8035,8035
2,1,-1,1,0,3.166667,3.730769,6.380952,0.551349,2,2.134556,0.427499,5.789474,10243,10243
3,1,-1,0,0,2.8,2.846154,5.857143,-0.23086,2.173913,1.926967,-0.666401,6.052632,21641,21641
4,1,-1,0,0,2.8,2.346154,5.190476,-1.226398,2.043478,1.970453,-0.437249,6.157895,22762,22762
5,1,-1,0,0,2.1,2.307692,6.333333,0.480239,2,1.956171,-0.512511,5.947368,29315,29315
6,1,-1,0,0,2.8,3.269231,5.714286,-0.444189,2.73913,2.125988,0.382348,4.736842,40002,40002
7,1,-1,0,0,3.066667,3.346154,5.619048,-0.586409,2.521739,1.9,-0.808506,5.473684,44049,44049
8,1,-1,0,0,3.3,3.653846,5.47619,-0.799739,2.608696,2.073874,0.107731,4.526316,46346,46346
9,1,-1,0,0,3.233333,2.923077,3.809524,-3.288585,2.695652,2.08176,0.149289,5.631579,46622,46622
10,1,-1,1,0,2.8,3.192308,5.809524,-0.30197,1.608696,1.930618,-0.647161,5.315789,46651,46651
11,1,-1,0,0,3.166667,3.230769,5.761905,-0.37308,2.565217,2.025808,-0.145557,4.736842,51769,51769
12,1,-1,0,0,2.566667,2.615385,5.809524,-0.30197,2.217391,1.794857,-1.36256,5.894737,62368,62368
13,1,-1,0,0,2.466667,2.846154,5.857143,-0.23086,2.086957,2.316976,1.388771,5.105263,65135,65135
14,1,-1,0,0,2.666667,2.884615,5.714286,-0.444189,2.304348,1.939895,-0.598276,6.052632,72847,72847
15,1,-1,0,0,3.033333,3.230769,6.666667,0.978008,2.565217,2.048301,-0.027026,5.368421,75812,75812
16,1,-1,0,0,3.1,3.692308,6.142857,0.1958,2.913043,1.902842,-0.793529,5.105263,78081,78081
17,1,-1,0,0,2.666667,3.038462,5.571429,-0.657519,2.347826,2.338348,1.501393,4.578947,81163,81163
18,1,-1,0,0,3.1,3.307692,6,-0.01753,2.434783,1.691641,-1.906465,5.421053,82284,82284
19,1,-1,0,0,2.7,2.923077,6.142857,0.1958,2.652174,1.821141,-1.224058,5.789474,84643,84643
20,1,-1,0,0,3.333333,3.576923,6.571429,0.835788,3.347826,2.376059,1.700111,4.105263,86160,86160
21,1,-1,0,0,2.4,2.692308,5.761905,-0.37308,2.782609,2.027397,-0.13718,5.210526,87429,87429
22,0,-1,0,0,3,3.615385,5.761905,-0.37308,2.173913,1.80084,-1.331037,5.947368,15506,20101
23,0,-1,0,0,3.533333,3.269231,5.619048,-0.586409,2.782609,1.925926,-0.671888,4.894737,27921,8359
24,0,-1,0,0,3.8,3.384615,6,-0.01753,3.043478,2.150246,0.51018,6.315789,29850,85926
25,0,-1,1,0,3.3,3.192308,5.380952,-0.941959,2.347826,1.858456,-1.027425,5.263158,36956,64202
26,0,-1,0,0,2.933333,2.961538,6.095238,0.12469,2.130435,1.926302,-0.669904,5.631579,39612,92241
27,0,-1,0,0,2.6,2.807692,5.428571,-0.870849,2.391304,2.069534,0.08486,5.421053,40918,874050
28,0,-1,0,0,2.566667,3.461538,6.142857,0.1958,2.652174,1.872015,-0.955976,5.578947,46045,486001
29,0,-1,0,0,2.7,3.5,5.47619,-0.799739,2.217391,1.634872,-2.205612,7,46621,45745
30,0,-1,0,0,3.233333,3.153846,6.52381,0.764679,2.130435,2.321311,1.411615,4.842105,49029,101438
31,0,-1,1,0,3.466667,3.807692,5.142857,-1.297508,2.304348,1.663509,-2.054708,6.315789,49258,44187
32,0,-1,0,0,2.566667,2.923077,5.190476,-1.226398,2.173913,1.877907,-0.924926,5.631579,52751,844189
33,0,-1,0,0,3.433333,3.115385,5.47619,-0.799739,2.608696,1.713441,-1.791589,5.157895,55142,75524
34,0,-1,0,0,2.4,3.076923,6.095238,0.12469,2.086957,2.115057,0.324747,5.894737,56804,181000
35,0,-1,0,0,2.9,2.538462,5.904762,-0.15975,2.130435,1.800382,-1.333448,6.157895,61286,139762
36,0,-1,0,0,3.233333,3.461538,6.285714,0.409129,3.391304,1.949605,-0.547111,5.736842,61790,65124
37,0,-1,0,0,2.6,2.538462,5.333333,-1.013068,1.956522,2.042857,-0.055713,5.578947,65876,119088
38,0,-1,0,0,2.6,3.346154,5.619048,-0.586409,2.652174,1.814803,-1.257458,5.631579,67231,213768
39,0,-1,0,0,2.9,2.730769,5.952381,-0.08864,3,1.901408,-0.801084,5.263158,68071,184139
40,0,-1,1,0,3.266667,2.807692,6.238095,0.338019,2.521739,1.923122,-0.686663,5.052632,69772,421783
41,0,-1,0,0,2.333333,3,5.952381,-0.08864,2.043478,2.015452,-0.200128,5.315789,71959,198578
42,0,-1,1,0,2.966667,2.538462,5,-1.510838,1.826087,1.842663,-1.110647,4.947368,73242,61903
43,1,1,0,0,2.533333,2.230769,1.571429,-0.597166,2.888889,1.854036,-0.526448,7,11225,11225
44,1,1,0,0,2.933333,2.538462,1.857143,-0.194355,3.166667,1.723409,-1.241643,6.263158,19513,19513
45,1,1,1,0,1.933333,2.346154,2.666667,0.946943,2.166667,2.08087,0.715497,6.210526,19762,19762
46,1,1,1,0,2.933333,3.538462,1.666667,-0.462896,2.277778,2.002153,0.284516,6.473684,25171,25171
47,1,1,0,0,2.7,3.038462,1.666667,-0.462896,1.611111,1.792196,-0.865026,5.578947,26985,26985
48,1,1,0,0,2.166667,2.038462,2.142857,0.208456,2.277778,2.035835,0.468926,6.105263,39763,39763
49,1,1,1,0,3.033333,3,2.095238,0.141321,1.777778,1.795349,-0.847765,6.526316,42115,42115
50,1,1,0,0,2.633333,2.5,1.47619,-0.731437,2.666667,1.963194,0.07121,5.842105,48606,48606
51,1,1,1,0,2.533333,3.192308,1.47619,-0.731437,2.055556,2.001601,0.281489,6.631579,49546,49546
52,1,1,0,0,2.666667,2.846154,1.952381,-0.060085,1.777778,2.116667,0.911491,5.473684,53779,53779
53,1,1,1,0,3.266667,3.961538,1.619048,-0.530031,2.166667,1.6667,-1.552133,6.263158,53948,53948
54,1,1,1,0,2.166667,2.461538,1.52381,-0.664301,2.055556,2.192281,1.325487,5.947368,56338,56338
55,1,1,0,0,2.566667,3.076923,1.904762,-0.12722,1.5,1.967382,0.094139,6,58279,58279
56,1,1,0,0,2.133333,2.269231,2.142857,0.208456,2.888889,2.007042,0.311283,6.210526,58293,58293
57,1,1,0,0,2.733333,2.807692,1.714286,-0.395761,1.777778,2.142725,1.054163,5.631579,59121,59121
58,1,1,0,0,2.333333,2.115385,1.428571,-0.798572,2.5,1.861446,-0.485876,6.842105,61222,61222
59,1,1,1,0,2.533333,2.923077,1.952381,-0.060085,2.722222,2.369796,2.297408,6.368421,61360,61360
60,1,1,1,0,2.4,2.538462,1.619048,-0.530031,1.666667,1.833451,-0.639149,6.526316,63143,63143
61,1,1,0,0,2.7,3.115385,2.047619,0.074186,2.944444,2.055948,0.579046,5.631579,65145,65145
62,1,1,0,0,2.866667,3.038462,1.952381,-0.060085,2,1.800392,-0.820151,6.210526,66600,66600
63,1,1,0,0,2.4,2.423077,1.761905,-0.328625,2.333333,1.642948,-1.682178,7.105263,67048,67048
64,1,1,0,0,2.666667,3.115385,2.666667,0.946943,1.5,2.110593,0.878236,4.368421,68610,68610
65,1,1,0,0,2.466667,2.615385,1.904762,-0.12722,1.833333,2.094809,0.791817,5.631579,71551,71551
66,1,1,0,0,2.433333,2.5,2.142857,0.208456,2.222222,2.4172,2.556947,6.157895,71588,71588
67,1,1,0,0,2.533333,2.692308,1.619048,-0.530031,3.277778,1.779622,-0.933871,6.263158,71615,71615
68,1,1,1,0,3.266667,3.076923,3.142857,1.618295,2,2.14464,1.064647,4.736842,72002,72002
69,1,1,0,0,2.733333,2.538462,1.52381,-0.664301,1.555556,1.857287,-0.508643,6,72593,72593
70,1,1,0,0,2.033333,2.307692,1.571429,-0.597166,1.833333,1.900234,-0.273504,6,72746,72746
71,1,1,1,0,2.5,3.115385,1.619048,-0.530031,2.388889,1.93975,-0.057149,5.631579,73045,73045
72,1,1,1,0,1.766667,2.192308,1.809524,-0.26149,2.555556,2.006024,0.305709,5.526316,73053,73053
73,1,1,0,0,2.166667,2.538462,1.571429,-0.597166,3.833333,2.088208,0.755676,5.789474,78387,78387
74,1,1,0,0,2.133333,2.346154,1.47619,-0.731437,2,2.035016,0.464441,6.736842,81792,81792
75,1,1,1,0,2.433333,2.576923,1.857143,-0.194355,1.5,1.869048,-0.444255,7,83040,83040
76,0,1,0,0,2.666667,2.423077,1.904762,-0.12722,2.333333,1.739275,-1.154778,6.894737,1522,199467
77,0,1,0,0,2.433333,2.153846,2.190476,0.275591,2.047619,1.631434,-1.745221,7.210526,12902,116997
78,0,1,0,0,2.766667,3.307692,1.619048,-0.530031,1.52381,1.665217,-1.560251,7.526316,16254,87161
79,0,1,0,0,2.566667,3.153846,1.809524,-0.26149,2.333333,1.904064,-0.252536,7.157895,19724,X55441
80,0,1,1,0,2.3,2.307692,1.47619,-0.731437,1.809524,1.840196,-0.602221,6.842105,22504,546180
81,0,1,0,0,2.933333,3.346154,1.571429,-0.597166,1.952381,1.721635,-1.25136,6.947368,28736,794987
82,0,1,0,0,2.633333,2.576923,1.666667,-0.462896,2.333333,1.867944,-0.450299,6.894737,29117,19823
83,0,1,0,0,2.133333,2.423077,2.904762,1.282619,2.428571,1.62886,-1.759315,6.842105,31540,141942
84,0,1,0,0,3.033333,2.307692,1.619048,-0.530031,2.333333,2.203151,1.385005,5.894737,37035,39552
85,0,1,0,0,2.566667,4.692308,1.619048,-0.530031,2,1.727596,-1.218723,6.157895,40123,860877
86,0,1,0,0,2.3,3.269231,1.52381,-0.664301,2.428571,1.862812,-0.478397,5.789474,42047,49043
87,0,1,1,0,2.633333,3.653846,2.095238,0.141321,1.952381,1.934638,-0.085141,6.052632,44321,66725
88,0,1,0,0,1.833333,2.615385,2.285714,0.409861,1.571429,1.845137,-0.575167,5,47585,701172
89,0,1,0,0,2.933333,3.461538,1.619048,-0.530031,1.809524,1.743379,-1.132307,5.631579,51110,197423
90,0,1,0,0,2.633333,3.384615,2.428571,0.611267,2.190476,2.18838,1.304132,6.526316,52319,196555
91,0,1,0,0,2.566667,3.192308,2.47619,0.678402,1.952381,2.184343,1.28203,5.526316,52709,59755
92,0,1,1,0,2.633333,2.307692,2,0.00705,1.571429,1.853899,-0.527197,6.789474,52938,747706
93,0,1,1,0,2.733333,2.884615,1.571429,-0.597166,2.095238,1.932309,-0.09789,6.526316,56056,59314
94,0,1,1,0,2.4,3.269231,1.904762,-0.12722,2.047619,1.596591,-1.93599,7.157895,56629,109896
95,0,1,0,0,2.566667,2.615385,2.380952,0.544132,2.047619,1.935215,-0.081979,6.736842,59025,920720
96,0,1,1,0,2.9,2.346154,2.380952,0.544132,3.190476,2.134783,1.010678,4.473684,60281,140497
97,0,1,0,0,2.833333,1.692308,2.095238,0.141321,1.904762,1.846123,-0.569768,7.263158,61053,916652
98,0,1,0,0,2.5,1.769231,1.47619,-0.731437,2.761905,2.198529,1.3597,5.526316,63503,107925
99,0,1,0,0,2.533333,3.384615,1.571429,-0.597166,2,1.537853,-2.257587,6.631579,63849,R18843
100,0,1,0,0,2.3,3.307692,1.714286,-0.395761,1.952381,2.016873,0.36511,5.421053,65192,V24691
101,0,1,0,0,3,2.615385,2.904762,1.282619,2.190476,1.850908,-0.543573,5.789474,68649,212444
102,0,1,1,0,4.066667,2.730769,1.809524,-0.26149,1.952381,1.89749,-0.288527,6.105263,69036,908407
103,0,1,0,0,2.7,3.230769,1.761905,-0.328625,2.190476,1.816262,-0.733263,7.315789,70419,196706
104,0,1,0,0,2.233333,2.692308,1.52381,-0.664301,2.47619,1.82392,-0.691333,6.210526,71245,X53234
105,0,1,0,0,2.5,2.423077,1.571429,-0.597166,2.142857,1.779885,-0.932431,6,71745,993555
106,0,1,0,0,2.066667,2.076923,2.095238,0.141321,2.190476,2.105047,0.847871,6.842105,71898,101231
107,0,1,0,0,2.933333,2.423077,1.809524,-0.26149,2.333333,1.979822,0.16225,7.210526,72627,92043
108,0,1,0,0,2.666667,3.653846,1.666667,-0.462896,2.380952,1.844595,-0.578138,5.947368,72704,U06212
109,1,-1,0,0,2.806452,2.966667,4.52381,-2.221936,2,2.205634,0.802047,5.235294,88568,88568
110,1,-1,0,0,3.193548,3.466667,5.571429,-0.657519,2.173913,1.790137,-1.387434,4.352941,99752,99752
111,1,-1,0,0,3.645161,3.366667,6.238095,0.338019,1.608696,1.839286,-1.128443,4.647059,100063,100063
112,1,-1,0,0,3.16129,3.3,5.714286,-0.444189,1.869565,1.857589,-1.031991,5.058824,100866,100866
113,1,-1,0,0,2.290323,2.666667,5.761905,-0.37308,2.130435,2.544772,2.589153,4.764706,106576,106576
114,1,-1,0,0,3.129032,3.366667,3.857143,-3.217475,1.826087,1.856184,-1.039396,5.058824,108426,108426
115,1,-1,0,0,3.225806,3.133333,5.809524,-0.30197,2.565217,1.880435,-0.911606,5.588235,111918,111918
116,1,-1,0,0,3.129032,3.133333,6.095238,0.12469,2.130435,1.782895,-1.425598,4.941176,113388,113388
117,1,-1,0,0,3,2.933333,6.095238,0.12469,1.652174,2.364638,1.63993,4,113416,113416
118,1,-1,0,0,2.677419,2.833333,6.190476,0.266909,2.304348,2.324011,1.42584,4.235294,115624,115624
119,1,-1,0,0,2.83871,3.2,5.857143,-0.23086,1.695652,2.122374,0.363308,4.705882,115769,115769
120,1,-1,0,0,3.354839,3.5,5.952381,-0.08864,1.913043,2.076602,0.122107,4.647059,116335,116335
121,1,-1,0,0,2.967742,3.4,5.47619,-0.799739,1.956522,1.838061,-1.134894,4.882353,117629,117629
122,1,-1,0,0,3.096774,3.1,5.047619,-1.439728,1.782609,2.051282,-0.011317,5.705882,119682,119682
123,1,-1,0,0,2.548387,2.633333,4.47619,-2.293046,2,2.009058,-0.233819,5.764706,120190,120190
124,1,-1,0,1,1.322581,1.6,5.714286,-0.444189,1.695652,2.110735,0.301973,5.117647,120774,120774
125,1,-1,0,0,2.870968,2.966667,4.952381,-1.581947,1.826087,1.950794,-0.540846,5.588235,122651,122651
126,1,-1,0,0,3.935484,3.8,5.761905,-0.37308,1.913043,1.689878,-1.915752,4.588235,123069,123069
127,1,-1,0,0,3.225806,3.433333,5.619048,-0.586409,2.869565,2.121555,0.358992,5.823529,123911,123911
128,1,-1,0,0,2.548387,2.733333,5.142857,-1.297508,2.391304,1.854895,-1.046188,4.705882,124283,124283
129,1,-1,0,0,3.516129,3.333333,5.809524,-0.30197,1.695652,2.095933,0.223975,4.058824,124493,124493
130,0,-1,0,0,3.354839,3.566667,5,-1.510838,2.304348,2.18542,0.695528,5.647059,73527,59921
131,0,-1,0,0,3.225806,3.766667,5.619048,-0.586409,2.043478,1.676635,-1.985538,5.294118,75050,181966
132,0,-1,0,0,2.967742,2.666667,6.285714,0.409129,2,1.709877,-1.810371,4.705882,75634,334606
133,0,-1,0,0,2.741935,2.6,6.52381,0.764679,1.826087,1.763298,-1.528865,4.764706,87653,43919
134,0,-1,0,0,2.322581,2.333333,4.285714,-2.577486,2.695652,1.987729,-0.346213,6.823529,91820,B09267
135,0,-1,0,0,3.258065,3.4,6.095238,0.12469,2.173913,2.051916,-0.007976,4.588235,94446,W03168
136,0,-1,0,0,2.483871,3.566667,6.238095,0.338019,1.782609,2.351138,1.568787,4.705882,97275,33405
137,0,-1,1,0,3.064516,2.833333,5.238095,-1.155288,2.086957,2.04918,-0.022393,5.058824,97518,361531
138,0,-1,0,0,3.709677,3.866667,4.714286,-1.937497,1.869565,1.975158,-0.412456,3.411765,99165,Q05827
139,0,-1,0,0,3.870968,3.433333,5.619048,-0.586409,2.086957,1.93973,-0.599148,5.647059,100613,252514
